Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK27,OUT018,1627.9437
NCK18,OUT017,2681.7227
FDB52,OUT019,733.27673
DRG25,OUT027,4950.2725
FDZ13,OUT049,673.9495
FDB57,OUT019,874.55707
FDR40,OUT046,1728.8842
NCO14,OUT019,-35.823532
NCN19,OUT045,2685.3093
FDQ28,OUT019,364.32074
FDO13,OUT018,2188.6628
FDK48,OUT013,1266.6974
FDU07,OUT018,2098.0554
FDW20,OUT046,1980.0637
FDV12,OUT010,163.87881
FDH24,OUT013,2606.952
FDV59,OUT049,3437.3623
FDK57,OUT045,1855.5266
FDL16,OUT027,1509.727
NCQ17,OUT046,2509.066
FDJ15,OUT018,3016.6401
FDX24,OUT049,1679.1578
FDT47,OUT046,2054.6477
FDT10,OUT049,1096.1335
FDZ37,OUT018,1292.6027
FDW43,OUT027,6407.9805
DRN36,OUT017,1634.1243
FDJ14,OUT045,1351.3671
FDA32,OUT013,3291.7488
FDJ38,OUT019,635.5766
FDQ57,OUT017,2481.9246
NCQ41,OUT019,756.0826
FDG56,OUT049,1056.8701
DRC13,OUT027,3510.4543
FDV55,OUT035,2704.1245
FDQ49,OUT045,2759.963
FDE29,OUT010,29.664984
FDR03,OUT013,3334.9539
FDD45,OUT049,1564.6781
FDN38,OUT010,552.69904
FDT56,OUT046,1153.7134
FDT48,OUT045,3324.8628
FDU03,OUT049,2981.386
FDC56,OUT010,232.94043
NCO43,OUT027,2851.3596
FDQ27,OUT017,1949.4908
FDR03,OUT046,3360.2107
DRH23,OUT010,53.89453
FDG22,OUT045,745.8368
NCJ42,OUT013,1643.9647
FDR24,OUT046,1543.5216
FDW60,OUT035,2794.2537
FDJ08,OUT013,3112.773
DRL59,OUT018,725.4365
FDG60,OUT010,400.09338
FDW27,OUT017,2451.01
FDX14,OUT018,962.119
FDC20,OUT013,813.8073
NCS29,OUT018,3069.159
FDJ56,OUT046,1601.3966
FDB20,OUT019,123.65889
FDL28,OUT027,6074.402
FDW01,OUT018,2108.339
FDL03,OUT046,2770.4817
FDX22,OUT049,3918.6091
FDJ21,OUT035,2687.7256
FDR31,OUT045,2430.9548
FDG21,OUT035,2548.466
FDS22,OUT027,1356.3226
FDK08,OUT035,1662.2765
FDE17,OUT018,2132.3333
NCN30,OUT017,1622.626
FDT50,OUT046,1535.0419
NCX42,OUT049,2859.1895
FDJ12,OUT035,3839.7456
NCA18,OUT027,2866.489
FDP23,OUT019,473.04596
FDX12,OUT013,3816.6448
FDN40,OUT018,2118.8733
FDV48,OUT035,1514.3772
NCY54,OUT013,2858.8357
FDL16,OUT010,79.53672
FDR45,OUT018,3439.457
FDJ52,OUT046,2710.3445
DRG01,OUT017,1363.7113
FDP52,OUT013,3953.3733
FDU58,OUT017,3171.884
FDL02,OUT045,1578.0922
FDG28,OUT013,3924.2122
FDA19,OUT035,2147.7808
FDW46,OUT027,2261.8901
NCD43,OUT049,2051.579
DRG39,OUT013,898.204
NCF55,OUT049,994.9334
FDJ07,OUT046,1649.4075
FDE08,OUT046,2388.7405
FDP56,OUT019,59.600983
FDT45,OUT045,630.075
FDF17,OUT018,2923.0916
FDX44,OUT046,1394.3545
FDM28,OUT027,4724.7983
FDI36,OUT049,2957.7307
FDS07,OUT045,1705.5698
FDD36,OUT045,1796.7466
FDW11,OUT046,1053.3911
FDN40,OUT049,2408.4446
NCQ18,OUT049,1715.5819
NCQ54,OUT017,2666.5034
NCS42,OUT045,1311.6793
DRH39,OUT010,91.867165
FDC09,OUT027,2852.644
FDT08,OUT010,365.45258
FDC08,OUT035,3638.4238
FDT20,OUT017,757.0942
FDS35,OUT035,1302.1105
FDX58,OUT018,2931.8025
FDW58,OUT046,1565.0555
DRD27,OUT046,1586.8442
FDH32,OUT019,35.80586
FDS26,OUT035,4332.3228
FDQ31,OUT046,1564.2335
FDP11,OUT018,3050.4824
FDD58,OUT017,1744.6045
FDM33,OUT045,3261.74
FDZ16,OUT049,3313.0457
NCS29,OUT010,821.4158
NCM18,OUT019,44.218826
FDP11,OUT049,3458.5767
NCC42,OUT017,2201.261
DRM23,OUT046,2547.3054
NCN55,OUT027,5803.74
FDK46,OUT013,4113.9067
FDR01,OUT046,3117.7056
NCA05,OUT045,2146.859
NCP43,OUT017,2880.361
FDR12,OUT010,372.47894
FDQ01,OUT013,3827.5115
FDM13,OUT046,2058.0488
FDQ19,OUT017,3808.6145
FDK56,OUT019,574.6414
NCX06,OUT010,684.02655
FDO56,OUT027,3170.0503
FDU45,OUT045,1873.2535
FDI16,OUT019,36.329872
FDL32,OUT046,1903.8619
FDA07,OUT046,2394.2131
FDA14,OUT045,2584.2415
FDV46,OUT027,3848.448
NCO07,OUT035,3424.4824
NCP41,OUT046,1640.6991
FDY60,OUT018,1879.677
FDN38,OUT017,3786.082
FDO15,OUT046,1260.6675
FDT60,OUT013,1898.1407
FDA55,OUT035,3863.3882
FDE02,OUT010,132.35916
DRJ39,OUT049,3807.3923
FDV34,OUT035,1285.4312
FDS20,OUT027,4495.0728
FDF02,OUT027,2881.3977
FDW40,OUT017,2442.5483
NCB43,OUT046,2812.821
FDR58,OUT017,1423.463
DRJ59,OUT035,984.8833
NCD30,OUT017,1694.325
FDE14,OUT017,1686.7594
FDC28,OUT018,1345.7013
FDU16,OUT018,1038.6646
NCD19,OUT035,851.52124
FDU21,OUT046,777.89746
FDV59,OUT027,5003.129
FDU03,OUT045,2949.9297
FDC33,OUT010,578.674
NCR42,OUT035,888.1237
DRH59,OUT035,1309.9305
NCM31,OUT035,2039.3057
FDS50,OUT035,3966.8184
FDP39,OUT046,941.9539
FDQ55,OUT013,1959.2808
FDV36,OUT019,302.47516
FDI05,OUT027,2604.1318
FDS45,OUT027,2883.4446
FDA39,OUT045,437.1388
FDC37,OUT010,144.84651
FDJ60,OUT027,4236.2827
DRQ35,OUT046,1889.97
NCJ06,OUT046,1874.0831
NCY42,OUT018,1941.8033
DRM37,OUT049,3144.4792
FDR14,OUT045,813.1679
FDE51,OUT049,811.0814
FDT33,OUT017,2753.8967
FDR08,OUT013,1825.1948
FDE36,OUT010,442.58978
FDL22,OUT019,115.537155
FDR44,OUT013,2016.6973
FDI56,OUT019,139.3942
FDE47,OUT010,226.92375
FDV27,OUT010,93.76343
FDV10,OUT049,853.95215
FDC40,OUT045,1230.3802
NCX41,OUT013,3556.0586
NCQ38,OUT027,2608.1252
FDV12,OUT027,2939.7673
FDE52,OUT017,1521.8859
FDG20,OUT027,4592.014
FDV16,OUT027,1390.7548
FDI32,OUT017,2130.267
FDJ32,OUT049,1015.5841
FDN39,OUT018,2326.9749
FDY34,OUT017,2641.5715
FDC14,OUT035,954.0952
FDA55,OUT017,3804.7617
FDZ50,OUT010,522.4135
DRG13,OUT049,2646.4502
FDP01,OUT013,2435.5789
NCG54,OUT017,2947.6711
FDM13,OUT045,1801.3705
NCO18,OUT027,4839.842
NCW41,OUT013,2542.0586
FDM52,OUT027,3707.9036
NCF55,OUT035,1020.3961
FDT09,OUT046,2159.0654
NCM19,OUT035,2001.7872
FDW12,OUT018,2068.8306
FDP15,OUT019,800.0431
FDK36,OUT045,574.7537
FDZ25,OUT035,3092.9917
NCW06,OUT049,3180.19
FDW60,OUT046,2860.5796
DRC49,OUT013,2460.394
NCT17,OUT035,3324.145
NCN06,OUT018,2336.109
FDC45,OUT013,2862.4482
DRJ47,OUT019,787.71094
NCF06,OUT045,3600.8625
FDE21,OUT010,342.01462
DRG27,OUT013,752.6275
FDW40,OUT049,2288.9854
NCO53,OUT046,2769.8516
FDE23,OUT049,850.1336
FDQ16,OUT046,1586.0297
FDS26,OUT045,3798.9058
FDZ13,OUT010,16.161827
FDS14,OUT049,2508.7854
FDC10,OUT045,1808.7878
FDY16,OUT049,3036.369
FDJ20,OUT035,2249.5437
FDV43,OUT035,848.8895
FDZ32,OUT027,2892.3833
FDR23,OUT046,2706.5706
FDN24,OUT035,976.6934
FDE34,OUT027,4995.277
FDU31,OUT013,3465.03
FDW33,OUT018,1374.673
FDU26,OUT046,1941.483
FDE20,OUT027,3986.8367
NCW05,OUT035,1896.3424
FDB22,OUT018,2187.1523
FDO56,OUT046,1918.7422
FDA19,OUT027,3448.3262
DRI39,OUT045,970.0322
FDH52,OUT018,687.9501
FDZ50,OUT035,3547.8223
NCN42,OUT035,3033.1802
FDB53,OUT013,2594.1194
DRG11,OUT017,1698.6249
DRK11,OUT027,3517.1885
FDQ60,OUT017,2015.4999
FDT36,OUT017,733.3811
DRG25,OUT018,2893.0269
DRJ23,OUT046,2822.696
FDG05,OUT035,2608.2593
NCK06,OUT018,1897.1267
FDU52,OUT017,2504.649
FDW07,OUT018,1268.0425
NCM17,OUT045,633.23413
FDA22,OUT045,2606.6667
NCA41,OUT018,2800.5356
FDF38,OUT035,905.46423
FDH52,OUT046,957.2019
FDY58,OUT019,471.2982
FDZ16,OUT045,3225.1501
NCM18,OUT017,1057.4023
FDA22,OUT018,2242.162
NCJ43,OUT035,2928.4548
FDI34,OUT027,6299.999
FDG56,OUT046,1130.7417
FDS34,OUT046,1890.9979
DRC01,OUT035,987.4539
FDQ04,OUT035,805.2759
FDK04,OUT035,1070.2129
FDT51,OUT049,2114.933
FDV26,OUT017,3338.648
FDS04,OUT049,2194.1597
FDW43,OUT018,3475.2793
FDQ28,OUT010,377.5865
NCK06,OUT017,2049.5762
FDS23,OUT018,1989.8456
FDZ36,OUT019,650.86957
FDE56,OUT018,911.9143
FDW10,OUT027,4918.5654
NCN14,OUT045,2876.4016
NCQ18,OUT045,1454.9265
FDW08,OUT017,1885.3451
FDU43,OUT035,3917.7302
FDR33,OUT010,163.84663
FDM24,OUT010,285.4381
NCZ05,OUT046,1540.8859
NCV41,OUT035,2122.2156
FDV11,OUT018,2452.712
NCY05,OUT035,820.2456
FDV44,OUT018,2764.9548
FDW32,OUT049,1326.7322
NCU18,OUT027,3462.7773
NCC43,OUT035,3889.9084
FDW19,OUT013,1669.8411
FDN31,OUT035,3241.9504
FDI48,OUT045,767.5759
FDS24,OUT017,1147.0487
FDF46,OUT049,1873.4592
DRG23,OUT017,2396.551
FDG14,OUT018,2052.3242
NCY30,OUT049,3024.3213
FDO28,OUT018,1839.1187
DRD24,OUT035,2117.164
FDI33,OUT049,1437.9518
FDN32,OUT046,2993.813
FDR16,OUT045,3483.4163
FDF26,OUT046,2677.1938
NCN29,OUT018,645.2783
FDE20,OUT045,3169.5364
FDA46,OUT046,3048.5227
FDU28,OUT045,2955.129
FDQ48,OUT045,1633.832
FDV36,OUT013,1945.4473
FDR14,OUT018,636.54285
FDP23,OUT017,3655.436
FDP56,OUT013,743.43066
FDK48,OUT010,115.599464
FDR48,OUT046,2203.7056
NCY29,OUT049,1094.389
FDM22,OUT018,644.91736
DRJ01,OUT013,2609.7065
FDZ43,OUT045,3731.546
FDV03,OUT035,2614.9343
FDX11,OUT027,4984.989
NCA41,OUT027,5010.8037
FDE38,OUT017,2517.176
FDI27,OUT018,591.40344
FDN32,OUT013,3231.0947
NCN43,OUT017,2211.2434
FDB47,OUT027,5579.9272
FDV03,OUT017,2565.3704
NCN30,OUT045,1595.6532
NCV54,OUT010,20.543398
FDV07,OUT013,1609.4113
FDP07,OUT049,2986.693
FDK48,OUT018,850.7601
FDM15,OUT019,340.26703
FDY19,OUT027,3131.3948
FDK46,OUT046,3849.3452
FDY11,OUT045,1112.5348
FDH09,OUT046,903.52905
FDO08,OUT027,4225.378
FDU14,OUT013,4057.546
FDD22,OUT027,3142.069
FDM27,OUT017,3229.624
FDL02,OUT027,2899.1455
NCA17,OUT035,2540.2788
FDE38,OUT019,466.88998
NCG07,OUT049,3194.5752
DRC27,OUT013,3651.9048
FDA27,OUT035,4106.7656
FDW40,OUT045,2141.9382
DRI11,OUT013,1902.2235
FDN50,OUT046,1672.4166
FDR12,OUT046,3006.944
FDT34,OUT027,3222.8843
FDW11,OUT035,1147.494
NCO30,OUT027,4904.5566
FDZ34,OUT017,3084.976
FDU45,OUT017,2097.229
NCD42,OUT035,728.3157
FDX25,OUT045,2772.476
NCR29,OUT046,1287.1752
FDX43,OUT019,387.1135
FDB04,OUT010,126.732704
FDR49,OUT027,1392.912
FDS39,OUT018,2015.0529
FDW58,OUT045,1234.2261
FDG22,OUT019,96.38443
FDG31,OUT017,1119.5156
NCV53,OUT027,5956.479
DRJ37,OUT035,2553.1804
FDV07,OUT035,1889.4272
FDW52,OUT018,2405.4712
FDT15,OUT045,3012.7173
FDD02,OUT018,1599.2054
FDM16,OUT035,1410.362
NCE55,OUT046,2514.6104
FDB57,OUT018,3329.5576
FDQ04,OUT013,705.0442
FDQ47,OUT019,-14.686586
FDY14,OUT019,801.11566
DRK37,OUT017,3538.7856
FDO25,OUT017,3519.2776
FDL57,OUT046,4121.3594
NCK29,OUT018,1730.6176
FDK46,OUT027,5889.484
NCB43,OUT010,650.64124
DRE01,OUT027,5761.566
FDC46,OUT018,2932.0098
FDQ23,OUT045,1499.8464
FDX38,OUT049,857.16284
FDG60,OUT018,3408.1416
FDW55,OUT017,4215.7095
FDP39,OUT013,866.2502
FDB20,OUT018,1095.5493
FDV21,OUT017,2219.2952
FDZ02,OUT013,1393.8804
FDP19,OUT027,3754.8276
FDA38,OUT035,3898.3167
FDH22,OUT045,2053.4033
DRM11,OUT045,4041.1348
FDO12,OUT027,5170.005
FDT14,OUT049,2070.9443
FDW34,OUT010,700.9931
FDG04,OUT027,4643.376
FDW59,OUT018,1210.5624
FDR33,OUT018,1424.6505
FDP32,OUT013,2091.7825
FDL13,OUT027,5851.7886
FDD22,OUT013,1879.845
FDV40,OUT027,2279.994
NCD55,OUT046,699.5262
FDQ20,OUT010,9.732708
FDD28,OUT045,778.0543
FDC39,OUT045,4312.8716
NCR17,OUT049,2036.8501
DRO35,OUT018,1606.2948
FDF40,OUT049,4474.0796
FDR31,OUT018,2139.878
NCQ41,OUT017,3325.784
FDP38,OUT046,806.6791
NCU54,OUT027,5116.768
FDG22,OUT018,556.62115
DRK59,OUT013,3461.0276
FDC37,OUT046,1766.2214
NCO42,OUT013,2339.7598
NCT42,OUT017,2349.9082
FDX27,OUT035,1623.0914
FDV40,OUT018,1053.9984
FDT45,OUT027,1684.5394
FDS47,OUT019,113.12469
FDR45,OUT035,4162.5703
FDB03,OUT045,3799.0964
FDO49,OUT035,989.93524
FDU60,OUT027,4245.521
FDB26,OUT018,640.81134
FDB46,OUT017,3508.612
FDQ37,OUT019,709.2056
FDN03,OUT017,4078.1025
NCX30,OUT045,4023.6372
FDK32,OUT019,324.25122
DRM47,OUT013,3077.936
NCO02,OUT046,1102.5232
FDP04,OUT013,1067.1016
NCO43,OUT049,1925.8468
FDD59,OUT013,1412.6682
FDQ10,OUT017,3002.1316
FDW45,OUT035,2603.1873
NCK30,OUT049,4140.2437
FDU31,OUT018,2942.32
NCQ17,OUT019,340.24713
FDN01,OUT017,2777.521
FDZ19,OUT049,2657.1777
DRG37,OUT017,2715.905
FDE32,OUT045,484.30676
FDO34,OUT049,2796.0027
FDM04,OUT019,16.142601
FDZ25,OUT049,3009.2393
FDU08,OUT049,1777.4473
NCW30,OUT045,3580.9526
NCM18,OUT013,1037.4752
FDS22,OUT035,961.8719
NCH18,OUT017,3720.0947
FDC23,OUT013,2851.1147
FDY46,OUT013,3077.4124
NCU06,OUT046,3733.4146
FDX57,OUT045,1498.3912
FDX36,OUT027,5555.3877
FDL16,OUT045,753.6671
FDT16,OUT010,925.72626
FDN16,OUT018,1392.0928
FDC03,OUT046,3223.42
DRF60,OUT013,3915.1902
FDS27,OUT027,5036.1196
FDP33,OUT010,888.2711
FDJ36,OUT018,1466.8282
NCR42,OUT013,596.68567
FDV14,OUT017,1343.9058
NCP42,OUT035,3327.949
FDB50,OUT027,2419.046
NCC30,OUT027,4496.4727
FDA23,OUT018,1373.0222
FDW16,OUT017,1509.0712
FDQ52,OUT010,497.46915
FDB58,OUT049,2231.6667
NCP29,OUT049,1691.9763
NCM05,OUT045,3788.9634
FDO25,OUT013,3895.2083
NCM54,OUT046,2037.2776
NCL54,OUT046,2798.871
FDL39,OUT010,543.08624
FDF53,OUT018,2861.187
NCQ42,OUT035,2140.3896
FDF58,OUT013,961.828
FDZ04,OUT035,1334.6987
FDE26,OUT019,470.95245
FDS60,OUT017,2388.8276
FDV58,OUT017,2341.3308
FDM04,OUT045,773.8206
FDE08,OUT035,2572.2197
NCB43,OUT049,3089.2769
FDU11,OUT010,288.74976
FDF22,OUT019,523.03705
FDE24,OUT013,2176.146
DRJ49,OUT046,1788.6642
NCQ53,OUT035,4132.6265
NCL41,OUT013,578.34283
FDR22,OUT013,1839.6559
FDH04,OUT035,1466.3679
DRH15,OUT045,648.5908
FDY40,OUT049,859.0408
NCI17,OUT035,1652.6572
NCC18,OUT013,2744.5288
FDY28,OUT027,5140.528
FDB45,OUT027,3078.485
NCL30,OUT018,1946.5427
FDM10,OUT017,3493.2788
FDH22,OUT027,3366.2195
NCZ53,OUT017,3053.2449
NCI18,OUT013,3302.1252
FDH14,OUT027,3481.3533
FDR36,OUT027,1193.3281
FDW01,OUT045,2323.799
FDK02,OUT027,3114.1294
FDJ02,OUT018,2181.0605
FDU55,OUT013,4497.7515
NCV18,OUT027,2248.8179
FDH14,OUT018,1796.3516
FDZ37,OUT045,1502.7826
FDX49,OUT049,3627.773
NCD43,OUT046,1873.3219
FDZ07,OUT013,964.1181
FDK43,OUT035,2332.533
FDR32,OUT018,3310.6013
FDT39,OUT013,2360.8337
NCV54,OUT017,1996.8889
FDF38,OUT018,469.22858
FDV60,OUT046,2866.2434
FDH44,OUT027,4113.933
FDS21,OUT046,1025.0664
NCL41,OUT045,506.23813
FDM46,OUT017,1582.4253
FDU27,OUT045,848.8148
NCJ54,OUT017,3818.8645
DRG51,OUT018,2253.6694
NCA29,OUT019,458.58487
FDR47,OUT045,2989.791
NCL19,OUT027,3401.0374
DRG01,OUT049,1314.1193
FDG10,OUT046,956.34393
NCV05,OUT049,2449.457
NCH18,OUT019,722.8832
FDV14,OUT018,1139.4889
DRJ23,OUT035,3172.3618
DRJ11,OUT046,2855.488
FDZ03,OUT017,3334.0576
FDI27,OUT010,-29.665691
FDJ14,OUT018,1119.478
FDU32,OUT017,1959.0363
FDD47,OUT027,4176.95
DRF36,OUT035,3477.996
FDM21,OUT046,4070.1904
FDV10,OUT018,533.91675
FDH60,OUT018,2737.8828
FDX47,OUT010,209.65761
FDT19,OUT019,718.79425
FDO11,OUT045,4381.428
FDH24,OUT027,4336.79
FDL02,OUT018,1460.8821
FDB02,OUT049,2889.2083
FDA43,OUT046,3018.1028
FDG52,OUT045,679.00494
DRC12,OUT013,3099.854
FDY37,OUT018,1982.8762
NCU18,OUT045,2007.6599
FDU09,OUT035,1134.2026
DRJ25,OUT027,1387.6499
DRE12,OUT018,1692.6536
DRL47,OUT017,2162.5637
DRK01,OUT046,1924.7476
FDC22,OUT019,497.2715
FDG44,OUT013,778.06366
FDW04,OUT035,2324.9482
FDK09,OUT049,3845.19
NCN43,OUT035,2253.7563
FDG04,OUT049,3180.1714
FDH32,OUT010,228.13313
DRI47,OUT017,2729.25
DRE15,OUT013,1304.25
FDY11,OUT035,1295.6996
FDO60,OUT049,769.69116
FDQ20,OUT018,478.21634
FDO57,OUT027,3909.0635
FDT14,OUT019,287.14386
FDA57,OUT049,800.004
DRN35,OUT017,968.7969
FDJ03,OUT046,880.84125
FDX28,OUT017,1560.4391
DRE25,OUT045,1412.4253
FDR09,OUT046,3553.4268
FDB23,OUT035,4098.887
FDO08,OUT045,2621.1409
FDQ23,OUT049,1690.0334
FDW04,OUT013,1898.1216
DRK13,OUT010,527.58105
NCL17,OUT027,3100.8271
FDY21,OUT035,3280.5852
FDJ38,OUT027,5004.085
FDA37,OUT019,230.27351
FDV43,OUT013,637.7537
FDL36,OUT046,1608.0692
FDD53,OUT045,542.57184
FDZ19,OUT010,446.3709
FDV21,OUT045,2085.1633
NCL54,OUT018,2466.4827
DRI47,OUT027,3636.5334
DRG03,OUT049,2595.587
FDG21,OUT013,2554.1904
FDW03,OUT018,1451.4316
NCI55,OUT046,1788.1772
DRC36,OUT019,636.02423
FDH22,OUT017,2069.3767
FDV20,OUT045,2241.538
NCU41,OUT027,4925.2256
FDN46,OUT027,2995.007
FDK50,OUT045,2543.5422
NCA05,OUT027,3908.066
DRH01,OUT018,2745.174
FDT08,OUT018,2097.5845
FDM08,OUT018,3198.6213
FDZ07,OUT035,1037.3345
FDS22,OUT017,1021.8165
FDV35,OUT027,3917.498
FDI28,OUT010,126.889366
FDW58,OUT027,2718.1748
FDT52,OUT045,3856.4377
FDY34,OUT046,2563.8464
FDR10,OUT046,2697.9097
FDK57,OUT017,2051.163
FDR02,OUT027,3087.1064
FDX49,OUT046,3605.8875
FDQ20,OUT046,666.86676
DRK23,OUT045,4164.4478
NCW06,OUT046,2746.1013
FDR31,OUT017,2541.4912
NCE43,OUT013,2610.3406
DRO59,OUT027,2318.1267
FDN09,OUT049,3880.7212
FDR11,OUT046,2490.8145
FDO57,OUT013,2738.1733
NCX18,OUT017,3124.8506
FDB05,OUT018,3592.0781
FDQ08,OUT018,846.24493
NCG43,OUT035,1873.9424
FDJ56,OUT013,1678.1683
FDA13,OUT010,-153.12375
FDO56,OUT017,1912.4913
FDB37,OUT018,3754.7554
FDZ02,OUT018,1152.2246
FDQ24,OUT046,3885.3416
FDM16,OUT013,1235.4121
FDU35,OUT049,1767.5765
FDT35,OUT035,2712.9158
NCX30,OUT049,3978.454
FDG04,OUT017,3316.0166
FDI12,OUT035,1515.015
FDE35,OUT035,1087.786
NCP14,OUT027,2614.383
NCY53,OUT045,1582.0461
FDP49,OUT017,900.6659
FDQ04,OUT017,671.81415
FDM39,OUT035,2872.2544
FDO58,OUT019,321.14304
FDC56,OUT017,1940.1846
NCQ54,OUT046,3133.011
FDV10,OUT027,1237.1306
NCK17,OUT046,591.7633
NCF55,OUT027,1346.8993
FDV33,OUT013,4107.5024
NCH29,OUT019,208.98798
FDA37,OUT027,3394.2563
FDH46,OUT018,1356.4459
FDS25,OUT035,1919.0823
FDH04,OUT027,2468.275
FDX52,OUT046,2973.0247
NCD42,OUT017,750.9161
FDW47,OUT017,2095.7725
FDL25,OUT027,2763.5813
NCJ06,OUT010,122.992714
FDY09,OUT013,2922.7515
FDS40,OUT046,822.7898
FDH41,OUT017,3507.294
FDG38,OUT035,1675.0995
FDU03,OUT027,4870.709
FDV20,OUT046,2335.8347
DRB13,OUT045,3021.4346
NCQ30,OUT013,1954.6736
NCH06,OUT013,3748.2407
FDU50,OUT018,1633.4757
NCO42,OUT019,351.03674
FDW09,OUT018,1056.0449
FDH04,OUT013,1285.6052
FDC21,OUT045,1570.205
FDL21,OUT049,776.81134
FDM46,OUT010,136.13878
FDT22,OUT019,83.49911
FDB28,OUT035,3143.9053
FDI12,OUT018,1131.3955
FDA28,OUT045,2145.3254
FDF59,OUT013,1985.9294
FDM45,OUT027,3378.077
FDQ56,OUT017,1359.7948
FDR46,OUT049,2604.2957
FDT01,OUT013,3649.3796
FDD16,OUT027,2423.2295
NCU30,OUT010,443.64032
FDM40,OUT010,387.312
FDI56,OUT035,1678.7922
NCS30,OUT013,1982.9412
FDU08,OUT017,1806.8085
FDX51,OUT027,5293.756
FDA43,OUT045,2954.9856
FDX59,OUT010,40.039207
FDC37,OUT018,1386.0905
FDP58,OUT013,3473.776
NCY42,OUT035,2232.7798
FDF21,OUT018,2838.1836
FDU10,OUT027,1165.1404
DRL47,OUT018,1784.5862
FDA58,OUT018,3154.022
FDJ22,OUT049,3198.4045
FDK50,OUT046,2439.912
FDO38,OUT035,1494.6558
DRF60,OUT035,3955.9148
NCZ42,OUT019,826.2556
FDD35,OUT049,1989.8846
FDL25,OUT045,1403.3141
FDJ16,OUT013,1038.5563
DRK59,OUT049,4536.281
FDI50,OUT046,3772.0789
NCB19,OUT045,1272.1089
DRI37,OUT035,1009.91656
FDA14,OUT027,3807.9067
FDC08,OUT018,3206.1204
FDS45,OUT046,2047.674
FDI21,OUT049,1258.7661
DRJ47,OUT035,2799.4487
DRE37,OUT027,4779.58
FDT55,OUT018,2310.861
NCG42,OUT027,3485.1233
FDA31,OUT049,2829.0461
NCW42,OUT046,3463.6062
FDF50,OUT017,3158.0286
FDK56,OUT049,3140.9766
FDX10,OUT035,704.9789
NCK07,OUT027,3912.208
FDZ49,OUT017,3535.125
FDR33,OUT013,1575.5695
FDO44,OUT018,1566.6128
FDA20,OUT046,3093.9087
NCL30,OUT045,2124.7505
FDI05,OUT019,86.93035
FDQ12,OUT018,3225.0579
FDH47,OUT017,1743.2081
FDH34,OUT018,2774.4429
FDF29,OUT046,2191.2908
FDG40,OUT018,525.1297
NCE18,OUT017,4250.041
FDP21,OUT010,545.0249
FDY50,OUT013,1346.2803
FDB36,OUT049,2182.1133
NCZ29,OUT049,2188.9116
FDU20,OUT018,1725.0789
FDO56,OUT013,1737.6422
FDW31,OUT049,2977.2354
DRH59,OUT013,1186.3214
NCB30,OUT017,3219.6113
FDK43,OUT027,3433.9382
FDW43,OUT045,3941.6335
NCL19,OUT017,2352.896
FDJ27,OUT046,1721.9379
FDC45,OUT046,3121.749
FDY40,OUT035,948.2905
NCM41,OUT035,1633.7722
NCK18,OUT019,516.3501
FDP37,OUT049,2179.8132
FDA27,OUT027,5865.595
NCX30,OUT035,3997.1816
FDR09,OUT017,4358.5283
FDG08,OUT027,4709.03
NCU30,OUT013,2419.3933
FDB16,OUT017,1351.7363
FDM16,OUT017,1490.9912
FDC48,OUT013,1340.1221
NCF18,OUT046,2766.8257
FDU46,OUT018,1080.1211
FDH41,OUT018,2902.2788
NCN42,OUT010,520.1882
FDU49,OUT046,1402.8557
FDB20,OUT027,2473.4492
FDG50,OUT019,94.72328
FDW20,OUT045,1846.2675
NCO55,OUT049,1818.7831
FDX48,OUT046,2486.1392
FDU48,OUT046,1909.3036
FDR48,OUT019,272.26645
FDK27,OUT013,1867.7112
FDT35,OUT013,2604.907
FDN12,OUT049,1768.8605
NCE31,OUT019,32.771248
FDL21,OUT017,860.17334
FDV56,OUT017,2097.2131
FDR16,OUT017,3557.5117
NCP41,OUT049,1893.6925
FDJ27,OUT013,1751.5507
FDA07,OUT017,2225.1655
FDK55,OUT049,1469.9426
FDM33,OUT049,3745.789
FDY46,OUT046,2839.0703
FDD36,OUT046,1959.469
FDB12,OUT027,2760.1047
FDF28,OUT019,440.9596
NCE07,OUT019,354.18964
FDW50,OUT027,4179.22
NCW18,OUT017,3944.8103
NCJ17,OUT019,159.73097
DRZ24,OUT010,235.77469
FDS07,OUT035,1983.4706
NCW05,OUT010,144.84157
FDZ22,OUT018,1081.2068
FDK02,OUT046,1830.9918
FDZ45,OUT027,5289.259
FDL25,OUT046,1347.3221
FDS08,OUT045,2425.588
NCZ42,OUT027,6085.413
FDX57,OUT035,1704.5303
FDF21,OUT046,3210.8706
FDJ56,OUT018,1351.0961
FDX10,OUT013,630.30383
DRG48,OUT035,2347.5974
DRN37,OUT046,2526.797
NCY41,OUT018,478.94882
FDN28,OUT045,1625.456
FDE34,OUT045,2681.2065
FDR10,OUT045,2569.9182
FDC32,OUT017,1529.8794
DRG13,OUT046,2598.7964
FDP59,OUT049,1397.3232
NCT53,OUT010,596.7552
FDL57,OUT027,5851.14
FDN32,OUT010,595.1374
FDK09,OUT018,3257.2046
FDA52,OUT010,320.32828
FDC57,OUT049,3089.594
FDI09,OUT035,3843.1003
NCB07,OUT046,2623.5815
FDP26,OUT035,1769.7742
FDP40,OUT027,3398.9648
FDL15,OUT013,2364.3162
FDV07,OUT046,1724.1832
FDS03,OUT017,1292.7175
FDE50,OUT049,3210.5237
FDQ15,OUT017,1244.9515
FDQ33,OUT010,431.65594
